RedJade Code,Green,Grassy,Cucumber,Tomato,Hay,Herbal,Mint,Woody,Pine,Floral,Jasmine,Rose,Honey,Fruity,Citrus,Lemon,Orange,Tropical,Berry,Peach,Apple,Sour,Fermented,Alcoholic,Winey,Rummy,Caramellic,Vanilla,Spicy,Coffee,Smoky,Roasted,Meaty,Nutty,Fatty,Coconut,Waxy,Dairy,Buttery,Cheesy,Sulfurous,Garlic,Earthy,Musty,Animal,Musk,Powdery,Sweet,Cooling,Sharp,Medicinal,Camphoreous,Metallic,Ozone,Fishy
IIO,0.056,0.0,0.0,0.004,0.128,0.108,0.022,0.0827,0.002,0.094,0.0,0.012,0.092,0.1215,0.004,0.0,0.004,0.008,0.0208,0.0,0.004,0.004,0.002,0.002,0.006,0.01,0.1868,0.112,0.2072,0.036,0.078,0.08,0.048,0.132,0.008,0.02,0.004,0.01,0.016,0.0,0.044,0.002,0.042,0.0347,0.03,0.0,0.072,0.5545,0.026,0.02,0.168,0.0192,0.0,0.0,0.0
ACG,0.216,0.0,0.016,0.0,0.012,0.088,0.024,0.074,0.004,0.176,0.034,0.048,0.034,0.66,0.0637,0.002,0.01,0.096,0.024,0.04,0.0983,0.04,0.05,0.008,0.1883,0.018,0.09,0.012,0.044,0.008,0.006,0.012,0.012,0.042,0.108,0.032,0.058,0.036,0.076,0.028,0.024,0.004,0.026,0.016,0.004,0.012,0.016,0.328,0.004,0.004,0.002,0.002,0.018,0.01,0.002
AJN,0.296,0.006,0.014,0.006,0.024,0.1007,0.026,0.084,0.028,0.166,0.012,0.0563,0.0596,0.588,0.03,0.004,0.004,0.14,0.064,0.0207,0.122,0.012,0.038,0.002,0.0723,0.05,0.1637,0.024,0.0723,0.016,0.01,0.064,0.05,0.088,0.072,0.054,0.0593,0.038,0.0527,0.024,0.044,0.004,0.068,0.036,0.02,0.002,0.028,0.4324,0.002,0.01,0.004,0.004,0.0164,0.002,0.0
YCD,0.11,0.004,0.0,0.006,0.05,0.052,0.014,0.076,0.002,0.22,0.002,0.02,0.024,0.0813,0.012,0.0,0.004,0.014,0.008,0.002,0.004,0.008,0.012,0.006,0.008,0.008,0.074,0.026,0.076,0.146,0.05,0.138,0.15,0.262,0.022,0.018,0.008,0.002,0.014,0.002,0.168,0.016,0.106,0.108,0.184,0.0,0.038,0.298,0.028,0.016,0.092,0.01,0.01,0.002,0.024
ZOY,0.1668,0.0059,0.006,0.0,0.046,0.1082,0.0199,0.108,0.0121,0.362,0.024,0.0645,0.052,0.2775,0.018,0.0012,0.016,0.032,0.052,0.0122,0.0199,0.002,0.002,0.008,0.0105,0.014,0.0435,0.13,0.2445,0.024,0.026,0.068,0.052,0.066,0.036,0.012,0.024,0.008,0.016,0.0,0.028,0.002,0.052,0.07,0.022,0.006,0.092,0.4411,0.002,0.0261,0.01,0.012,0.016,0.0248,0.002
QSM,0.29,0.006,0.002,0.008,0.032,0.0739,0.02,0.1118,0.0,0.212,0.018,0.012,0.022,0.2678,0.014,0.004,0.006,0.032,0.014,0.006,0.028,0.002,0.014,0.01,0.0658,0.014,0.106,0.168,0.1361,0.02,0.052,0.128,0.048,0.258,0.028,0.01,0.014,0.008,0.014,0.006,0.026,0.004,0.214,0.068,0.004,0.0,0.066,0.43,0.002,0.054,0.058,0.006,0.01,0.006,0.008
EXX,0.338,0.06,0.002,0.022,0.008,0.0857,0.1,0.0919,0.01,0.106,0.006,0.034,0.01,0.3,0.072,0.012,0.008,0.1566,0.082,0.002,0.054,0.012,0.058,0.036,0.024,0.026,0.024,0.006,0.086,0.018,0.008,0.088,0.142,0.072,0.094,0.008,0.01,0.064,0.022,0.0833,0.194,0.08,0.086,0.042,0.004,0.0,0.006,0.2173,0.006,0.02,0.02,0.012,0.0527,0.002,0.018
VAU,0.3722,0.006,0.0143,0.008,0.012,0.1692,0.1109,0.0947,0.002,0.2126,0.0348,0.0546,0.026,0.3354,0.0724,0.01,0.0106,0.066,0.04,0.016,0.0328,0.002,0.022,0.002,0.02,0.012,0.044,0.004,0.1125,0.01,0.026,0.052,0.032,0.0603,0.08,0.058,0.0426,0.048,0.0172,0.024,0.044,0.0232,0.0663,0.0461,0.004,0.0,0.01,0.223,0.006,0.026,0.034,0.034,0.0362,0.006,0.006
JDM,0.3164,0.0,0.0,0.01,0.008,0.0431,0.03,0.02,0.0,0.0291,0.002,0.014,0.024,0.7411,0.016,0.0011,0.004,0.142,0.052,0.012,0.258,0.0323,0.092,0.046,0.102,0.086,0.072,0.006,0.028,0.004,0.004,0.062,0.028,0.094,0.0509,0.004,0.024,0.014,0.098,0.0413,0.0593,0.008,0.054,0.0393,0.01,0.0,0.004,0.4199,0.002,0.034,0.008,0.004,0.01,0.002,0.008
STF,0.218,0.006,0.01,0.006,0.074,0.12,0.052,0.164,0.006,0.1819,0.01,0.046,0.04,0.15,0.032,0.002,0.0,0.0279,0.0,0.002,0.008,0.0,0.014,0.006,0.008,0.006,0.042,0.048,0.186,0.054,0.078,0.14,0.054,0.3068,0.0368,0.006,0.006,0.0,0.008,0.0,0.052,0.012,0.206,0.09,0.012,0.002,0.044,0.2572,0.002,0.0232,0.1351,0.022,0.018,0.0,0.014
XEU,0.454,0.0119,0.002,0.004,0.01,0.052,0.008,0.03,0.002,0.08,0.008,0.022,0.0301,0.7924,0.016,0.002,0.002,0.1616,0.0504,0.004,0.2995,0.018,0.056,0.016,0.088,0.092,0.12,0.016,0.032,0.022,0.002,0.062,0.014,0.064,0.0356,0.01,0.04,0.014,0.032,0.024,0.032,0.0,0.04,0.028,0.014,0.0,0.008,0.4282,0.008,0.028,0.002,0.0,0.0183,0.0,0.0
VFA,0.09,0.01,0.0,0.0,0.094,0.1677,0.0459,0.1182,0.01,0.4214,0.008,0.014,0.176,0.205,0.012,0.002,0.014,0.02,0.012,0.002,0.008,0.008,0.014,0.002,0.008,0.006,0.058,0.108,0.2724,0.012,0.066,0.094,0.038,0.104,0.028,0.0238,0.014,0.014,0.014,0.0077,0.028,0.004,0.036,0.042,0.024,0.006,0.084,0.5779,0.002,0.024,0.0716,0.018,0.008,0.004,0.002
TRH,0.3598,0.02,0.014,0.0,0.008,0.14,0.096,0.232,0.018,0.23,0.0322,0.118,0.014,0.2638,0.11,0.01,0.046,0.062,0.008,0.0422,0.0318,0.004,0.026,0.018,0.014,0.016,0.016,0.0,0.056,0.012,0.002,0.062,0.03,0.07,0.1125,0.032,0.1018,0.0177,0.014,0.004,0.034,0.0022,0.112,0.046,0.064,0.022,0.014,0.174,0.01,0.01,0.0,0.022,0.048,0.04,0.022
HFX,0.2848,0.02,0.006,0.012,0.0312,0.126,0.1168,0.171,0.0596,0.1961,0.02,0.042,0.036,0.1642,0.1056,0.022,0.0023,0.064,0.004,0.018,0.01,0.004,0.02,0.0,0.012,0.0153,0.042,0.014,0.1387,0.036,0.026,0.1214,0.0863,0.1126,0.052,0.026,0.018,0.024,0.012,0.01,0.1146,0.0306,0.1117,0.07,0.054,0.006,0.012,0.2137,0.0201,0.0298,0.058,0.0548,0.0264,0.006,0.026
JYM,0.154,0.014,0.006,0.0017,0.09,0.068,0.018,0.0741,0.004,0.208,0.006,0.022,0.094,0.25,0.006,0.0,0.01,0.026,0.022,0.008,0.024,0.006,0.008,0.0,0.034,0.018,0.114,0.126,0.152,0.032,0.018,0.068,0.044,0.174,0.0483,0.048,0.024,0.028,0.038,0.01,0.04,0.008,0.0501,0.042,0.026,0.01,0.11,0.476,0.014,0.0099,0.06,0.0061,0.012,0.012,0.004
OZP,0.51,0.03,0.004,0.036,0.01,0.046,0.014,0.018,0.0,0.0448,0.002,0.012,0.006,0.3176,0.0328,0.0,0.016,0.034,0.014,0.0,0.04,0.024,0.118,0.03,0.03,0.0361,0.038,0.004,0.0652,0.028,0.012,0.134,0.0829,0.048,0.0632,0.004,0.008,0.014,0.012,0.0395,0.1005,0.064,0.0392,0.0452,0.01,0.0,0.008,0.1794,0.0,0.178,0.014,0.004,0.0312,0.0,0.0228
ZIH,0.108,0.002,0.0,0.006,0.024,0.0339,0.008,0.0739,0.0,0.046,0.006,0.006,0.028,0.3661,0.014,0.0,0.002,0.054,0.032,0.002,0.05,0.022,0.022,0.002,0.054,0.008,0.192,0.032,0.106,0.036,0.036,0.098,0.044,0.118,0.038,0.04,0.01,0.03,0.052,0.0441,0.028,0.008,0.036,0.02,0.012,0.0,0.026,0.3039,0.004,0.008,0.042,0.002,0.024,0.002,0.008
VIT,0.136,0.0,0.002,0.002,0.02,0.0678,0.02,0.068,0.0,0.4039,0.012,0.036,0.07,0.418,0.006,0.0,0.006,0.026,0.052,0.002,0.014,0.004,0.008,0.002,0.044,0.008,0.076,0.128,0.1479,0.012,0.056,0.012,0.012,0.024,0.034,0.004,0.014,0.024,0.0239,0.002,0.012,0.0,0.02,0.018,0.04,0.0,0.05,0.53,0.0,0.004,0.014,0.004,0.014,0.006,0.0
LOL,0.2312,0.0202,0.006,0.008,0.0152,0.1803,0.1502,0.1286,0.0429,0.132,0.002,0.046,0.036,0.2343,0.094,0.05,0.004,0.044,0.006,0.008,0.016,0.006,0.08,0.086,0.014,0.032,0.042,0.0,0.068,0.032,0.016,0.056,0.048,0.0607,0.0526,0.016,0.0238,0.01,0.01,0.01,0.082,0.0132,0.1245,0.0862,0.016,0.0,0.01,0.2562,0.054,0.024,0.042,0.0716,0.0247,0.002,0.0061
DUO,0.196,0.006,0.008,0.002,0.044,0.0819,0.016,0.0821,0.0,0.3701,0.026,0.08,0.14,0.3358,0.018,0.0,0.018,0.03,0.022,0.014,0.018,0.02,0.01,0.002,0.02,0.016,0.038,0.076,0.1381,0.018,0.032,0.044,0.038,0.078,0.062,0.02,0.056,0.014,0.01,0.0199,0.026,0.002,0.03,0.03,0.07,0.034,0.064,0.5394,0.0,0.016,0.0314,0.006,0.0159,0.006,0.002
XEN,0.18,0.002,0.002,0.034,0.006,0.016,0.01,0.016,0.0,0.008,0.0,0.006,0.01,0.252,0.004,0.0,0.0,0.088,0.008,0.006,0.008,0.1188,0.026,0.012,0.026,0.03,0.18,0.004,0.134,0.044,0.014,0.156,0.26,0.106,0.058,0.002,0.006,0.066,0.056,0.08,0.39,0.112,0.036,0.08,0.008,0.0,0.006,0.146,0.002,0.124,0.004,0.0,0.008,0.0,0.002
FKM,0.4052,0.008,0.006,0.002,0.01,0.174,0.062,0.1398,0.008,0.346,0.026,0.082,0.044,0.1927,0.074,0.008,0.008,0.034,0.02,0.014,0.012,0.002,0.008,0.008,0.01,0.002,0.01,0.026,0.124,0.018,0.012,0.08,0.048,0.088,0.034,0.018,0.03,0.004,0.008,0.006,0.036,0.0048,0.1722,0.0477,0.0618,0.0102,0.0126,0.2275,0.006,0.01,0.0051,0.01,0.06,0.018,0.006
WUG,0.2555,0.0,0.002,0.004,0.022,0.0676,0.014,0.0857,0.008,0.268,0.016,0.078,0.046,0.1625,0.01,0.002,0.036,0.014,0.022,0.006,0.0042,0.008,0.006,0.002,0.008,0.004,0.028,0.048,0.2264,0.062,0.04,0.082,0.04,0.116,0.022,0.026,0.022,0.004,0.0,0.0079,0.048,0.0123,0.116,0.044,0.042,0.004,0.062,0.4247,0.0,0.008,0.038,0.014,0.09,0.02,0.01
WCQ,0.198,0.01,0.008,0.004,0.064,0.0711,0.01,0.0896,0.004,0.2643,0.022,0.05,0.134,0.1889,0.008,0.0,0.01,0.006,0.008,0.01,0.018,0.034,0.01,0.002,0.006,0.012,0.054,0.092,0.2675,0.028,0.02,0.04,0.036,0.112,0.04,0.032,0.04,0.036,0.046,0.0097,0.036,0.012,0.044,0.02,0.036,0.008,0.056,0.5603,0.006,0.012,0.024,0.01,0.0119,0.028,0.004
PVA,0.108,0.0,0.0,0.0,0.012,0.066,0.016,0.078,0.004,0.382,0.024,0.064,0.094,0.5177,0.008,0.0,0.002,0.04,0.088,0.024,0.012,0.0,0.004,0.002,0.046,0.02,0.084,0.158,0.204,0.03,0.016,0.038,0.01,0.036,0.0718,0.008,0.018,0.024,0.044,0.006,0.018,0.004,0.024,0.01,0.008,0.004,0.104,0.5892,0.002,0.002,0.002,0.002,0.012,0.0,0.0
ACR,0.35,0.03,0.008,0.01,0.018,0.1695,0.112,0.0946,0.018,0.128,0.006,0.044,0.012,0.3136,0.0875,0.024,0.006,0.074,0.026,0.012,0.036,0.014,0.096,0.046,0.03,0.017,0.05,0.002,0.076,0.032,0.028,0.1503,0.0863,0.1677,0.084,0.02,0.038,0.024,0.03,0.01,0.0837,0.01,0.1265,0.0636,0.002,0.0,0.004,0.2017,0.022,0.0219,0.03,0.0241,0.0264,0.006,0.034
IXF,0.3185,0.012,0.002,0.0,0.016,0.102,0.016,0.1739,0.008,0.1879,0.0301,0.066,0.008,0.2467,0.132,0.02,0.034,0.016,0.008,0.018,0.086,0.002,0.064,0.064,0.036,0.008,0.0,0.004,0.0377,0.002,0.002,0.004,0.032,0.02,0.2757,0.02,0.2878,0.04,0.03,0.006,0.006,0.0,0.0283,0.022,0.032,0.086,0.0418,0.152,0.002,0.002,0.0,0.002,0.0434,0.014,0.016
GEJ,0.1957,0.002,0.002,0.002,0.002,0.1317,0.032,0.124,0.0,0.2599,0.044,0.078,0.0457,0.602,0.044,0.006,0.014,0.0739,0.084,0.05,0.13,0.028,0.044,0.02,0.078,0.02,0.026,0.02,0.0817,0.002,0.006,0.02,0.016,0.01,0.068,0.004,0.076,0.024,0.076,0.022,0.01,0.0,0.0182,0.01,0.016,0.028,0.028,0.2943,0.028,0.004,0.002,0.002,0.016,0.002,0.0
DAO,0.3513,0.008,0.002,0.002,0.004,0.1317,0.03,0.406,0.028,0.3809,0.218,0.078,0.022,0.5603,0.034,0.004,0.014,0.0439,0.018,0.0822,0.022,0.002,0.0,0.0,0.012,0.006,0.012,0.014,0.0553,0.0,0.0,0.002,0.0004,0.012,0.0374,0.012,0.032,0.0,0.004,0.0,0.002,0.0,0.0146,0.002,0.012,0.016,0.046,0.3174,0.004,0.008,0.0,0.006,0.012,0.008,0.0
RQY,0.306,0.002,0.006,0.002,0.014,0.048,0.02,0.044,0.008,0.158,0.01,0.044,0.042,0.663,0.0609,0.004,0.004,0.118,0.064,0.01,0.1051,0.01,0.082,0.004,0.1389,0.042,0.1139,0.024,0.046,0.01,0.02,0.03,0.03,0.032,0.042,0.01,0.0359,0.014,0.0319,0.02,0.04,0.004,0.056,0.02,0.012,0.002,0.018,0.396,0.002,0.016,0.004,0.004,0.016,0.004,0.0
NLM,0.296,0.02,0.0,0.008,0.012,0.034,0.024,0.08,0.004,0.0165,0.0,0.002,0.004,0.1645,0.0065,0.002,0.0,0.01,0.006,0.0,0.014,0.008,0.022,0.022,0.018,0.164,0.0813,0.004,0.0335,0.162,0.014,0.452,0.392,0.356,0.0255,0.004,0.0,0.014,0.036,0.012,0.084,0.02,0.14,0.1795,0.006,0.0,0.008,0.202,0.0,0.012,0.022,0.01,0.016,0.0,0.1025
SEO,0.124,0.004,0.002,0.012,0.038,0.076,0.024,0.042,0.002,0.128,0.002,0.012,0.02,0.3784,0.012,0.004,0.006,0.058,0.066,0.0,0.042,0.014,0.028,0.0,0.054,0.04,0.1905,0.044,0.094,0.074,0.03,0.226,0.068,0.246,0.038,0.034,0.01,0.022,0.038,0.006,0.042,0.014,0.066,0.0664,0.022,0.0,0.046,0.3424,0.0,0.014,0.018,0.002,0.02,0.0,0.002
JTT,0.3001,0.0369,0.014,0.002,0.018,0.209,0.1537,0.1423,0.014,0.3115,0.1388,0.1306,0.008,0.358,0.098,0.01,0.0486,0.07,0.014,0.0201,0.0428,0.004,0.048,0.024,0.016,0.004,0.01,0.0,0.066,0.0,0.004,0.01,0.018,0.016,0.1087,0.05,0.1346,0.012,0.0054,0.01,0.026,0.01,0.0852,0.0435,0.014,0.004,0.006,0.1671,0.0173,0.012,0.01,0.0643,0.032,0.012,0.0001
FEI,0.1573,0.0,0.006,0.002,0.012,0.1,0.022,0.1492,0.014,0.2437,0.0495,0.04,0.046,0.49,0.0197,0.0,0.008,0.072,0.062,0.0312,0.0443,0.026,0.06,0.02,0.0923,0.026,0.066,0.076,0.1137,0.012,0.02,0.036,0.012,0.024,0.086,0.004,0.0365,0.028,0.09,0.04,0.016,0.002,0.022,0.02,0.022,0.04,0.058,0.375,0.012,0.006,0.002,0.016,0.012,0.008,0.0
SQP,0.13,0.032,0.0,0.024,0.024,0.022,0.038,0.102,0.006,0.0688,0.0,0.018,0.016,0.1208,0.0148,0.002,0.0,0.04,0.018,0.0,0.008,0.01,0.014,0.0,0.008,0.01,0.056,0.022,0.074,0.08,0.168,0.252,0.26,0.156,0.0592,0.006,0.006,0.018,0.01,0.0188,0.298,0.108,0.054,0.062,0.092,0.0,0.026,0.2248,0.0,0.036,0.15,0.006,0.0192,0.0,0.03
EPW,0.236,0.008,0.018,0.0,0.002,0.0554,0.002,0.024,0.0,0.148,0.044,0.024,0.02,0.7833,0.008,0.002,0.008,0.104,0.018,0.012,0.122,0.026,0.02,0.006,0.28,0.006,0.112,0.004,0.04,0.006,0.006,0.006,0.014,0.016,0.128,0.012,0.088,0.068,0.094,0.024,0.012,0.002,0.032,0.006,0.01,0.002,0.002,0.262,0.0,0.004,0.0,0.0,0.01,0.0,0.004
AQF,0.1459,0.006,0.0,0.0,0.032,0.0913,0.008,0.1182,0.006,0.4041,0.016,0.048,0.03,0.3354,0.008,0.0181,0.006,0.0701,0.1,0.014,0.0279,0.002,0.008,0.004,0.014,0.008,0.068,0.152,0.2041,0.014,0.026,0.022,0.028,0.036,0.0361,0.0135,0.008,0.004,0.034,0.002,0.014,0.002,0.032,0.02,0.016,0.0,0.0926,0.5127,0.0,0.006,0.004,0.0,0.036,0.0539,0.0
UOS,0.1681,0.008,0.002,0.0,0.024,0.088,0.034,0.1361,0.004,0.1754,0.004,0.026,0.022,0.4362,0.0209,0.002,0.028,0.054,0.068,0.0172,0.063,0.012,0.032,0.002,0.079,0.022,0.1425,0.092,0.208,0.016,0.12,0.064,0.036,0.09,0.038,0.016,0.014,0.018,0.028,0.008,0.02,0.004,0.0879,0.0544,0.016,0.002,0.088,0.4126,0.004,0.014,0.046,0.008,0.016,0.008,0.0
PQG,0.294,0.004,0.006,0.004,0.014,0.0978,0.054,0.1162,0.034,0.1738,0.024,0.058,0.02,0.5262,0.038,0.006,0.008,0.124,0.0522,0.016,0.136,0.0358,0.092,0.054,0.072,0.098,0.0685,0.026,0.076,0.024,0.026,0.08,0.048,0.102,0.052,0.024,0.026,0.052,0.072,0.008,0.048,0.004,0.0899,0.0642,0.012,0.002,0.032,0.336,0.01,0.014,0.012,0.016,0.01,0.0,0.002
CTT,0.25,0.0119,0.008,0.0,0.028,0.0909,0.0152,0.0943,0.006,0.2343,0.026,0.048,0.048,0.6105,0.0535,0.0,0.008,0.096,0.0465,0.0202,0.1023,0.02,0.024,0.006,0.1065,0.02,0.112,0.05,0.0835,0.02,0.01,0.042,0.024,0.054,0.0483,0.016,0.0438,0.026,0.0582,0.022,0.04,0.0,0.0517,0.02,0.0123,0.006,0.064,0.3905,0.004,0.0041,0.002,0.0075,0.016,0.002,0.0
JHZ,0.444,0.008,0.008,0.008,0.034,0.1358,0.016,0.1119,0.008,0.2467,0.014,0.054,0.034,0.3452,0.054,0.004,0.022,0.014,0.006,0.002,0.014,0.002,0.0061,0.002,0.006,0.006,0.014,0.038,0.1709,0.024,0.05,0.062,0.05,0.226,0.058,0.01,0.018,0.014,0.014,0.0231,0.046,0.016,0.066,0.0241,0.012,0.006,0.068,0.524,0.0,0.028,0.072,0.018,0.038,0.016,0.016
TZN,0.2672,0.01,0.004,0.002,0.02,0.1936,0.128,0.2685,0.0835,0.2049,0.016,0.058,0.028,0.2474,0.0846,0.0108,0.0046,0.0357,0.0302,0.0225,0.026,0.0098,0.012,0.012,0.014,0.012,0.021,0.014,0.094,0.024,0.018,0.06,0.042,0.088,0.0612,0.077,0.0418,0.024,0.0161,0.0072,0.026,0.006,0.1281,0.0619,0.02,0.0222,0.032,0.2822,0.022,0.01,0.0419,0.0939,0.026,0.02,0.004
TVX,0.308,0.012,0.002,0.004,0.01,0.304,0.21,0.3628,0.03,0.2249,0.0542,0.082,0.01,0.302,0.056,0.01,0.0239,0.044,0.032,0.0162,0.0278,0.004,0.004,0.002,0.012,0.002,0.012,0.0,0.078,0.0,0.004,0.02,0.01,0.036,0.0671,0.046,0.0578,0.018,0.016,0.002,0.016,0.0,0.0634,0.008,0.0426,0.034,0.018,0.2759,0.002,0.002,0.006,0.016,0.04,0.164,0.002
QKU,0.3481,0.016,0.014,0.0,0.01,0.1198,0.066,0.104,0.014,0.242,0.04,0.112,0.018,0.424,0.134,0.01,0.048,0.046,0.002,0.0882,0.044,0.016,0.01,0.002,0.018,0.012,0.0297,0.01,0.068,0.0,0.004,0.006,0.0165,0.05,0.2432,0.104,0.2478,0.0948,0.0582,0.044,0.018,0.0,0.042,0.02,0.01,0.008,0.012,0.286,0.004,0.002,0.002,0.004,0.056,0.02,0.004
GON,0.1735,0.0,0.0,0.002,0.028,0.032,0.01,0.052,0.0,0.1741,0.03,0.032,0.062,0.2566,0.002,0.0,0.032,0.048,0.008,0.002,0.018,0.014,0.092,0.0,0.012,0.004,0.067,0.036,0.0974,0.072,0.044,0.194,0.174,0.126,0.032,0.0219,0.022,0.02,0.012,0.006,0.282,0.16,0.0421,0.018,0.028,0.002,0.05,0.2904,0.002,0.038,0.026,0.003,0.032,0.0,0.012
XOU,0.1961,0.006,0.004,0.008,0.038,0.036,0.014,0.09,0.006,0.3774,0.01,0.192,0.064,0.1807,0.014,0.004,0.0,0.0198,0.004,0.0,0.006,0.008,0.006,0.004,0.002,0.0,0.036,0.082,0.1588,0.012,0.088,0.066,0.104,0.12,0.0263,0.014,0.1102,0.002,0.012,0.0089,0.0331,0.0138,0.068,0.0311,0.012,0.002,0.044,0.3489,0.004,0.03,0.076,0.016,0.0118,0.004,0.08
GBW,0.2299,0.0,0.0,0.0,0.028,0.142,0.012,0.112,0.004,0.3491,0.034,0.094,0.086,0.4192,0.056,0.006,0.04,0.044,0.056,0.036,0.032,0.01,0.028,0.008,0.044,0.006,0.04,0.0481,0.1075,0.01,0.008,0.004,0.006,0.01,0.07,0.002,0.062,0.006,0.0239,0.022,0.006,0.0,0.016,0.034,0.024,0.026,0.0663,0.4442,0.012,0.002,0.006,0.006,0.03,0.01,0.0
YOQ,0.25,0.006,0.002,0.002,0.004,0.0999,0.05,0.104,0.008,0.22,0.01,0.04,0.036,0.712,0.024,0.006,0.008,0.074,0.062,0.0361,0.3839,0.0082,0.048,0.01,0.06,0.014,0.062,0.0101,0.034,0.002,0.002,0.008,0.014,0.054,0.06,0.084,0.0659,0.022,0.0421,0.0298,0.016,0.0,0.026,0.018,0.01,0.0,0.006,0.4881,0.012,0.01,0.004,0.016,0.04,0.002,0.0
ECV,0.3495,0.006,0.0069,0.0,0.002,0.236,0.044,0.02,0.0,0.07,0.0,0.018,0.006,0.5859,0.042,0.012,0.006,0.088,0.034,0.0,0.0902,0.004,0.042,0.04,0.018,0.015,0.018,0.004,0.034,0.002,0.004,0.014,0.016,0.1349,0.0652,0.006,0.016,0.088,0.0857,0.0364,0.0336,0.008,0.05,0.0296,0.002,0.0,0.0,0.342,0.004,0.0343,0.012,0.002,0.1173,0.0,0.002
OAE,0.4372,0.046,0.006,0.0358,0.0188,0.0448,0.006,0.0192,0.0,0.032,0.0,0.008,0.016,0.579,0.032,0.006,0.002,0.066,0.012,0.004,0.1745,0.05,0.046,0.026,0.064,0.043,0.068,0.004,0.054,0.008,0.006,0.04,0.0385,0.1413,0.1551,0.022,0.0299,0.0257,0.114,0.1318,0.0365,0.02,0.0744,0.0423,0.012,0.0,0.006,0.339,0.0,0.0479,0.006,0.0,0.0406,0.002,0.008
MUK,0.198,0.018,0.004,0.024,0.01,0.046,0.072,0.096,0.0,0.016,0.0,0.008,0.004,0.2709,0.004,0.004,0.006,0.04,0.024,0.0,0.016,0.02,0.062,0.026,0.038,0.0689,0.15,0.002,0.0372,0.054,0.016,0.124,0.118,0.228,0.048,0.012,0.004,0.046,0.094,0.034,0.122,0.078,0.0691,0.1292,0.01,0.002,0.0,0.316,0.004,0.032,0.012,0.018,0.0371,0.0,0.0288
LKX,0.194,0.016,0.0,0.026,0.006,0.066,0.02,0.084,0.0,0.008,0.0,0.008,0.0,0.096,0.0,0.002,0.0,0.0,0.002,0.0,0.008,0.026,0.036,0.024,0.036,0.05,0.092,0.0,0.0255,0.058,0.066,0.198,0.128,0.392,0.04,0.004,0.0,0.01,0.062,0.01,0.09,0.028,0.038,0.2755,0.0,0.0,0.006,0.43,0.002,0.044,0.02,0.012,0.168,0.0,0.1005
LIV,0.432,0.02,0.024,0.01,0.008,0.074,0.02,0.048,0.002,0.2321,0.064,0.1223,0.034,0.2647,0.0499,0.012,0.004,0.04,0.0028,0.006,0.02,0.006,0.014,0.014,0.0143,0.008,0.0357,0.032,0.1004,0.034,0.03,0.082,0.044,0.122,0.0832,0.012,0.034,0.018,0.01,0.0119,0.042,0.01,0.1344,0.0364,0.014,0.002,0.02,0.2966,0.002,0.074,0.018,0.002,0.0796,0.008,0.0481
TKH,0.07,0.002,0.0,0.008,0.028,0.024,0.012,0.04,0.0,0.022,0.0,0.006,0.024,0.1459,0.004,0.0,0.0,0.032,0.014,0.0,0.006,0.026,0.014,0.004,0.016,0.012,0.198,0.008,0.046,0.122,0.044,0.1562,0.168,0.2719,0.05,0.018,0.008,0.024,0.028,0.0519,0.2018,0.03,0.0298,0.084,0.01,0.002,0.016,0.192,0.022,0.022,0.042,0.004,0.008,0.002,0.026
IKN,0.338,0.008,0.0179,0.01,0.006,0.0662,0.012,0.036,0.0,0.17,0.0241,0.0541,0.018,0.662,0.0507,0.0,0.008,0.2301,0.022,0.0423,0.1493,0.012,0.022,0.022,0.0914,0.018,0.0573,0.016,0.0361,0.026,0.006,0.042,0.06,0.056,0.09,0.026,0.1055,0.02,0.0423,0.046,0.188,0.012,0.052,0.038,0.012,0.004,0.01,0.2993,0.006,0.008,0.002,0.0006,0.03,0.0,0.002
TLT,0.2038,0.012,0.004,0.0,0.088,0.0355,0.012,0.094,0.002,0.4158,0.01,0.046,0.064,0.3109,0.024,0.0,0.03,0.032,0.028,0.01,0.0161,0.004,0.014,0.006,0.026,0.01,0.036,0.28,0.3041,0.064,0.04,0.052,0.028,0.078,0.022,0.022,0.022,0.018,0.012,0.006,0.07,0.018,0.04,0.014,0.014,0.0,0.152,0.5938,0.0,0.02,0.022,0.006,0.022,0.016,0.0
ZIV,0.162,0.02,0.002,0.03,0.002,0.024,0.02,0.064,0.0,0.03,0.002,0.008,0.002,0.084,0.002,0.002,0.002,0.008,0.0,0.002,0.006,0.1234,0.02,0.02,0.03,0.02,0.07,0.006,0.0397,0.056,0.046,0.342,0.118,0.402,0.032,0.004,0.004,0.008,0.042,0.016,0.108,0.054,0.04,0.3057,0.008,0.002,0.008,0.426,0.0,0.04,0.012,0.004,0.046,0.004,0.1563
MAB,0.1,0.006,0.002,0.0,0.166,0.16,0.0603,0.1567,0.0041,0.2278,0.0,0.022,0.158,0.1587,0.01,0.002,0.004,0.018,0.0167,0.0,0.016,0.0,0.004,0.002,0.002,0.0,0.1099,0.1,0.2636,0.0259,0.068,0.108,0.0548,0.166,0.01,0.024,0.002,0.0081,0.004,0.0,0.0288,0.008,0.052,0.0682,0.016,0.002,0.128,0.544,0.014,0.032,0.06,0.0294,0.02,0.006,0.004
